Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category,modality,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
3244,25753,rfMRI connectivity (ICA100 edge 816),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.61E-02,1.76E-02
3245,25753,rfMRI connectivity (ICA100 edge 817),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.36E-02,1.45E-02
3246,25753,rfMRI connectivity (ICA100 edge 818),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.68E-02,1.31E-02
3247,25753,rfMRI connectivity (ICA100 edge 819),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.49E-02,1.59E-02
3248,25753,rfMRI connectivity (ICA100 edge 820),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.16E-02,1.36E-02
3249,25753,rfMRI connectivity (ICA100 edge 821),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.30E-02,1.49E-02
3250,25753,rfMRI connectivity (ICA100 edge 822),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.61E-02,1.42E-02
3251,25753,rfMRI connectivity (ICA100 edge 823),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.46E-02,1.38E-02
3252,25753,rfMRI connectivity (ICA100 edge 824),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.30E-02,1.44E-02
3253,25753,rfMRI connectivity (ICA100 edge 825),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.13E-02,1.55E-02
3254,25753,rfMRI connectivity (ICA100 edge 826),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.32E-02,1.39E-02
3255,25753,rfMRI connectivity (ICA100 edge 827),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.96E-02,1.47E-02
3256,25753,rfMRI connectivity (ICA100 edge 828),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.59E-02,1.47E-02
3257,25753,rfMRI connectivity (ICA100 edge 829),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.37E-02,1.48E-02
3258,25753,rfMRI connectivity (ICA100 edge 830),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.87E-02,1.48E-02
3259,25753,rfMRI connectivity (ICA100 edge 831),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.40E-02,1.49E-02
3260,25753,rfMRI connectivity (ICA100 edge 832),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.37E-02,1.37E-02
3261,25753,rfMRI connectivity (ICA100 edge 833),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.65E-02,1.61E-02
3262,25753,rfMRI connectivity (ICA100 edge 834),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.60E-02,1.57E-02
3263,25753,rfMRI connectivity (ICA100 edge 835),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.79E-02,1.55E-02
3264,25753,rfMRI connectivity (ICA100 edge 836),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.60E-02,1.49E-02
3265,25753,rfMRI connectivity (ICA100 edge 837),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.91E-02,1.31E-02
3266,25753,rfMRI connectivity (ICA100 edge 838),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.39E-02,1.44E-02
3267,25753,rfMRI connectivity (ICA100 edge 839),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.82E-02,1.55E-02
3268,25753,rfMRI connectivity (ICA100 edge 840),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.42E-02,1.43E-02
3269,25753,rfMRI connectivity (ICA100 edge 841),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.20E-02,1.36E-02
3270,25753,rfMRI connectivity (ICA100 edge 842),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.79E-02,1.51E-02
3271,25753,rfMRI connectivity (ICA100 edge 843),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.82E-02,1.32E-02
3272,25753,rfMRI connectivity (ICA100 edge 844),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.20E-02,1.50E-02
3273,25753,rfMRI connectivity (ICA100 edge 845),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.02E-01,1.58E-02
3274,25753,rfMRI connectivity (ICA100 edge 846),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.08E-02,1.50E-02
3275,25753,rfMRI connectivity (ICA100 edge 847),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.99E-02,1.40E-02
3276,25753,rfMRI connectivity (ICA100 edge 848),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.03E-02,1.44E-02
3277,25753,rfMRI connectivity (ICA100 edge 849),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.73E-02,1.63E-02
3278,25753,rfMRI connectivity (ICA100 edge 850),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.60E-03,1.46E-02
3279,25753,rfMRI connectivity (ICA100 edge 851),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.95E-02,1.52E-02
3280,25753,rfMRI connectivity (ICA100 edge 852),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.97E-02,1.58E-02
3281,25753,rfMRI connectivity (ICA100 edge 853),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.30E-02,1.50E-02
3282,25753,rfMRI connectivity (ICA100 edge 854),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.20E-02,1.38E-02
3283,25753,rfMRI connectivity (ICA100 edge 855),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-5.00E-03,1.39E-02
3284,25753,rfMRI connectivity (ICA100 edge 856),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.24E-02,1.39E-02
3285,25753,rfMRI connectivity (ICA100 edge 857),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.99E-02,1.51E-02
3286,25753,rfMRI connectivity (ICA100 edge 858),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.80E-02,1.30E-02
3287,25753,rfMRI connectivity (ICA100 edge 859),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.74E-02,1.84E-02
3288,25753,rfMRI connectivity (ICA100 edge 860),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.30E-02,1.63E-02
3289,25753,rfMRI connectivity (ICA100 edge 861),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.89E-02,1.51E-02
3290,25753,rfMRI connectivity (ICA100 edge 862),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.10E-03,1.36E-02
3291,25753,rfMRI connectivity (ICA100 edge 863),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.57E-02,1.57E-02
3292,25753,rfMRI connectivity (ICA100 edge 864),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-5.40E-03,1.28E-02
3293,25753,rfMRI connectivity (ICA100 edge 865),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.42E-02,1.40E-02
3294,25753,rfMRI connectivity (ICA100 edge 866),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.14E-02,1.54E-02
3295,25753,rfMRI connectivity (ICA100 edge 867),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.92E-02,1.59E-02
3296,25753,rfMRI connectivity (ICA100 edge 868),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.94E-02,1.56E-02
3297,25753,rfMRI connectivity (ICA100 edge 869),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.78E-02,1.40E-02
3298,25753,rfMRI connectivity (ICA100 edge 870),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.65E-02,1.45E-02
3299,25753,rfMRI connectivity (ICA100 edge 871),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.76E-02,1.42E-02
3300,25753,rfMRI connectivity (ICA100 edge 872),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.30E-03,1.30E-02
3301,25753,rfMRI connectivity (ICA100 edge 873),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.21E-02,1.48E-02
3302,25753,rfMRI connectivity (ICA100 edge 874),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.70E-02,1.51E-02
3303,25753,rfMRI connectivity (ICA100 edge 875),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.60E-03,1.32E-02
3304,25753,rfMRI connectivity (ICA100 edge 876),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.78E-02,1.52E-02
3305,25753,rfMRI connectivity (ICA100 edge 877),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-5.00E-03,1.38E-02
3306,25753,rfMRI connectivity (ICA100 edge 878),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.17E-02,1.46E-02
3307,25753,rfMRI connectivity (ICA100 edge 879),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-8.30E-03,1.20E-02
3308,25753,rfMRI connectivity (ICA100 edge 880),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.79E-02,1.44E-02
3309,25753,rfMRI connectivity (ICA100 edge 881),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.32E-02,1.58E-02
3310,25753,rfMRI connectivity (ICA100 edge 882),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.66E-02,1.36E-02
3311,25753,rfMRI connectivity (ICA100 edge 883),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.76E-02,1.44E-02
3312,25753,rfMRI connectivity (ICA100 edge 884),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.20E-02,1.29E-02
3313,25753,rfMRI connectivity (ICA100 edge 885),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.73E-02,1.40E-02
3314,25753,rfMRI connectivity (ICA100 edge 886),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.75E-02,1.29E-02
3315,25753,rfMRI connectivity (ICA100 edge 887),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.80E-03,1.31E-02
3316,25753,rfMRI connectivity (ICA100 edge 888),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.84E-02,1.40E-02
3317,25753,rfMRI connectivity (ICA100 edge 889),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.20E-03,1.35E-02
3318,25753,rfMRI connectivity (ICA100 edge 890),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.60E-02,1.44E-02
3319,25753,rfMRI connectivity (ICA100 edge 891),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.10E-02,1.41E-02
3320,25753,rfMRI connectivity (ICA100 edge 892),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.55E-02,1.68E-02
3321,25753,rfMRI connectivity (ICA100 edge 893),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.11E-02,1.33E-02
3322,25753,rfMRI connectivity (ICA100 edge 894),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.60E-03,1.38E-02
3323,25753,rfMRI connectivity (ICA100 edge 895),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.20E-03,1.46E-02
3324,25753,rfMRI connectivity (ICA100 edge 896),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.00E-03,1.43E-02
3325,25753,rfMRI connectivity (ICA100 edge 897),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.81E-02,1.38E-02
3326,25753,rfMRI connectivity (ICA100 edge 898),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.20E-02,1.33E-02
3327,25753,rfMRI connectivity (ICA100 edge 899),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.82E-02,1.71E-02
3328,25753,rfMRI connectivity (ICA100 edge 900),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.10E-03,1.49E-02
3329,25753,rfMRI connectivity (ICA100 edge 901),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,1.75E-02,1.48E-02
3330,25753,rfMRI connectivity (ICA100 edge 902),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.10E-02,1.39E-02
3331,25753,rfMRI connectivity (ICA100 edge 903),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.09E-02,1.42E-02
3332,25753,rfMRI connectivity (ICA100 edge 904),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.69E-02,1.23E-02
3333,25753,rfMRI connectivity (ICA100 edge 905),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.44E-02,1.56E-02
3334,25753,rfMRI connectivity (ICA100 edge 906),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.80E-03,1.40E-02
3335,25753,rfMRI connectivity (ICA100 edge 907),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.42E-02,1.44E-02
3336,25753,rfMRI connectivity (ICA100 edge 908),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.62E-02,1.46E-02
3337,25753,rfMRI connectivity (ICA100 edge 909),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-7.00E-04,1.36E-02
3338,25753,rfMRI connectivity (ICA100 edge 910),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.14E-02,1.44E-02
3339,25753,rfMRI connectivity (ICA100 edge 911),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.18E-02,1.37E-02
3340,25753,rfMRI connectivity (ICA100 edge 912),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.74E-01,1.94E-02
3341,25753,rfMRI connectivity (ICA100 edge 913),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.00E-02,1.60E-02
3342,25753,rfMRI connectivity (ICA100 edge 914),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.56E-02,1.69E-02
3343,25753,rfMRI connectivity (ICA100 edge 915),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.93E-02,1.60E-02
3344,25753,rfMRI connectivity (ICA100 edge 916),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.24E-01,1.91E-02
3345,25753,rfMRI connectivity (ICA100 edge 917),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.28E-02,1.36E-02
3346,25753,rfMRI connectivity (ICA100 edge 918),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.50E-02,1.49E-02
3347,25753,rfMRI connectivity (ICA100 edge 919),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.90E-03,1.29E-02
3348,25753,rfMRI connectivity (ICA100 edge 920),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.28E-02,1.36E-02
3349,25753,rfMRI connectivity (ICA100 edge 921),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.46E-02,1.60E-02
3350,25753,rfMRI connectivity (ICA100 edge 922),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.41E-02,1.50E-02
3351,25753,rfMRI connectivity (ICA100 edge 923),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.57E-02,1.41E-02
3352,25753,rfMRI connectivity (ICA100 edge 924),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.66E-01,1.75E-02
3353,25753,rfMRI connectivity (ICA100 edge 925),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.32E-02,1.50E-02
3354,25753,rfMRI connectivity (ICA100 edge 926),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.70E-03,1.41E-02
3355,25753,rfMRI connectivity (ICA100 edge 927),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.99E-01,1.75E-02
3356,25753,rfMRI connectivity (ICA100 edge 928),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.12E-01,1.89E-02
3357,25753,rfMRI connectivity (ICA100 edge 929),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.99E-02,1.47E-02
3358,25753,rfMRI connectivity (ICA100 edge 930),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.40E-03,1.43E-02
3359,25753,rfMRI connectivity (ICA100 edge 931),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.34E-01,1.82E-02
3360,25753,rfMRI connectivity (ICA100 edge 932),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.41E-01,1.87E-02
3361,25753,rfMRI connectivity (ICA100 edge 933),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.15E-02,1.43E-02
3362,25753,rfMRI connectivity (ICA100 edge 934),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.17E-02,1.48E-02
3363,25753,rfMRI connectivity (ICA100 edge 935),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.57E-02,1.40E-02
3364,25753,rfMRI connectivity (ICA100 edge 936),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.21E-02,1.75E-02
3365,25753,rfMRI connectivity (ICA100 edge 937),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.78E-02,1.40E-02
3366,25753,rfMRI connectivity (ICA100 edge 938),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.41E-02,1.44E-02
3367,25753,rfMRI connectivity (ICA100 edge 939),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.92E-02,1.49E-02
3368,25753,rfMRI connectivity (ICA100 edge 940),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.04E-02,1.38E-02
3369,25753,rfMRI connectivity (ICA100 edge 941),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,2.01E-02,1.39E-02
3370,25753,rfMRI connectivity (ICA100 edge 942),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.05E-02,2.24E-02
3371,25753,rfMRI connectivity (ICA100 edge 943),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.15E-02,1.55E-02
3372,25753,rfMRI connectivity (ICA100 edge 944),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.59E-02,1.57E-02
3373,25753,rfMRI connectivity (ICA100 edge 945),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.09E-02,1.54E-02
3374,25753,rfMRI connectivity (ICA100 edge 946),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.16E-02,1.28E-02
3375,25753,rfMRI connectivity (ICA100 edge 947),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.51E-02,1.37E-02
3376,25753,rfMRI connectivity (ICA100 edge 948),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.68E-02,1.42E-02
3377,25753,rfMRI connectivity (ICA100 edge 949),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-6.40E-03,1.32E-02
3378,25753,rfMRI connectivity (ICA100 edge 950),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.70E-02,1.38E-02
3379,25753,rfMRI connectivity (ICA100 edge 951),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.81E-01,2.01E-02
3380,25753,rfMRI connectivity (ICA100 edge 952),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.95E-02,1.28E-02
3381,25753,rfMRI connectivity (ICA100 edge 953),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.07E-01,1.67E-02
3382,25753,rfMRI connectivity (ICA100 edge 954),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.90E-03,1.38E-02
3383,25753,rfMRI connectivity (ICA100 edge 955),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.87E-02,1.49E-02
3384,25753,rfMRI connectivity (ICA100 edge 956),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.29E-02,1.61E-02
3385,25753,rfMRI connectivity (ICA100 edge 957),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.22E-01,1.78E-02
3386,25753,rfMRI connectivity (ICA100 edge 958),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.74E-02,1.66E-02
3387,25753,rfMRI connectivity (ICA100 edge 959),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.69E-02,1.56E-02
3388,25753,rfMRI connectivity (ICA100 edge 960),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.10E-02,1.45E-02
3389,25753,rfMRI connectivity (ICA100 edge 961),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.42E-01,2.04E-02
3390,25753,rfMRI connectivity (ICA100 edge 962),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.60E-03,1.42E-02
3391,25753,rfMRI connectivity (ICA100 edge 963),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,6.39E-02,1.42E-02
3392,25753,rfMRI connectivity (ICA100 edge 964),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.43E-02,1.29E-02
3393,25753,rfMRI connectivity (ICA100 edge 965),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.74E-02,1.68E-02
3394,25753,rfMRI connectivity (ICA100 edge 966),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.92E-02,1.40E-02
3395,25753,rfMRI connectivity (ICA100 edge 967),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.08E-01,1.65E-02
3396,25753,rfMRI connectivity (ICA100 edge 968),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.62E-02,1.41E-02
3397,25753,rfMRI connectivity (ICA100 edge 969),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.58E-02,1.45E-02
3398,25753,rfMRI connectivity (ICA100 edge 970),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.02E-02,1.42E-02
3399,25753,rfMRI connectivity (ICA100 edge 971),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.33E-02,1.58E-02
3400,25753,rfMRI connectivity (ICA100 edge 972),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.83E-02,1.34E-02
3401,25753,rfMRI connectivity (ICA100 edge 973),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.48E-02,1.55E-02
3402,25753,rfMRI connectivity (ICA100 edge 974),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.86E-02,1.75E-02
3403,25753,rfMRI connectivity (ICA100 edge 975),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.17E-01,1.71E-02
3404,25753,rfMRI connectivity (ICA100 edge 976),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.91E-02,1.48E-02
3405,25753,rfMRI connectivity (ICA100 edge 977),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.15E-01,1.48E-02
3406,25753,rfMRI connectivity (ICA100 edge 978),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.95E-02,1.35E-02
3407,25753,rfMRI connectivity (ICA100 edge 979),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.63E-02,1.70E-02
3408,25753,rfMRI connectivity (ICA100 edge 980),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.05E-02,1.44E-02
3409,25753,rfMRI connectivity (ICA100 edge 981),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.47E-02,1.35E-02
3410,25753,rfMRI connectivity (ICA100 edge 982),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.57E-02,1.55E-02
